date,country,device,channel,sessions
2025-02-19,IT,mobile,Organic,61
2025-02-19,IT,mobile,Email,21
2025-02-19,IT,mobile,Referral,17
2025-02-19,IT,mobile,Social,20
2025-02-19,UK,desktop,Paid,87
2025-02-19,UK,desktop,Organic,57
2025-02-19,UK,desktop,Email,19
2025-02-19,UK,desktop,Referral,25
2025-02-19,UK,desktop,Social,25
2025-02-19,UK,mobile,Paid,129
2025-02-19,UK,mobile,Organic,76
2025-02-19,UK,mobile,Email,24
2025-02-19,UK,mobile,Referral,25
2025-02-19,UK,mobile,Social,44
2025-02-20,FR,desktop,Paid,123
2025-02-20,FR,desktop,Organic,105
2025-02-20,FR,desktop,Email,24
2025-02-20,FR,desktop,Referral,18
2025-02-20,FR,desktop,Social,31
2025-02-20,FR,mobile,Paid,104
2025-02-20,FR,mobile,Organic,208
2025-02-20,FR,mobile,Email,42
2025-02-20,FR,mobile,Referral,18
2025-02-20,FR,mobile,Social,35
2025-02-20,DE,desktop,Paid,108
2025-02-20,DE,desktop,Organic,85
2025-02-20,DE,desktop,Email,26
2025-02-20,DE,desktop,Referral,18
2025-02-20,DE,desktop,Social,36
2025-02-20,DE,mobile,Paid,125
2025-02-20,DE,mobile,Organic,91
2025-02-20,DE,mobile,Email,16
2025-02-20,DE,mobile,Referral,21
2025-02-20,DE,mobile,Social,36
2025-02-20,ES,desktop,Paid,83
2025-02-20,ES,desktop,Organic,131
2025-02-20,ES,desktop,Email,21
2025-02-20,ES,desktop,Referral,14
2025-02-20,ES,desktop,Social,39
2025-02-20,ES,mobile,Paid,108
2025-02-20,ES,mobile,Organic,83
2025-02-20,ES,mobile,Email,27
2025-02-20,ES,mobile,Referral,32
2025-02-20,ES,mobile,Social,28
2025-02-20,IT,desktop,Paid,84
2025-02-20,IT,desktop,Organic,46
2025-02-20,IT,desktop,Email,20
2025-02-20,IT,desktop,Referral,11
2025-02-20,IT,desktop,Social,26
2025-02-20,IT,mobile,Paid,83
2025-02-20,IT,mobile,Organic,89
2025-02-20,IT,mobile,Email,27
2025-02-20,IT,mobile,Referral,13
2025-02-20,IT,mobile,Social,35
2025-02-20,UK,desktop,Paid,75
2025-02-20,UK,desktop,Organic,51
2025-02-20,UK,desktop,Email,21
2025-02-20,UK,desktop,Referral,16
2025-02-20,UK,desktop,Social,64
2025-02-20,UK,mobile,Paid,121
2025-02-20,UK,mobile,Organic,60
2025-02-20,UK,mobile,Email,23
2025-02-20,UK,mobile,Referral,28
2025-02-20,UK,mobile,Social,71
2025-02-21,FR,desktop,Paid,66
2025-02-21,FR,desktop,Organic,48
2025-02-21,FR,desktop,Email,38
2025-02-21,FR,desktop,Referral,21
2025-02-21,FR,desktop,Social,31
2025-02-21,FR,mobile,Paid,136
2025-02-21,FR,mobile,Organic,48
2025-02-21,FR,mobile,Email,29
2025-02-21,FR,mobile,Referral,25
2025-02-21,FR,mobile,Social,58
2025-02-21,DE,desktop,Paid,69
2025-02-21,DE,desktop,Organic,71
2025-02-21,DE,desktop,Email,17
2025-02-21,DE,desktop,Referral,19
2025-02-21,DE,desktop,Social,27
2025-02-21,DE,mobile,Paid,96
2025-02-21,DE,mobile,Organic,65
2025-02-21,DE,mobile,Email,30
2025-02-21,DE,mobile,Referral,26
2025-02-21,DE,mobile,Social,39
2025-02-21,ES,desktop,Paid,75
2025-02-21,ES,desktop,Organic,40
2025-02-21,ES,desktop,Email,16
2025-02-21,ES,desktop,Referral,14
2025-02-21,ES,desktop,Social,55
2025-02-21,ES,mobile,Paid,67
2025-02-21,ES,mobile,Organic,100
2025-02-21,ES,mobile,Email,28
2025-02-21,ES,mobile,Referral,19
2025-02-21,ES,mobile,Social,54
2025-02-21,IT,desktop,Paid,76
2025-02-21,IT,desktop,Organic,59
2025-02-21,IT,desktop,Email,16
2025-02-21,IT,desktop,Referral,18
2025-02-21,IT,desktop,Social,35
2025-02-21,IT,mobile,Paid,71
2025-02-21,IT,mobile,Organic,46
2025-02-21,IT,mobile,Email,19
2025-02-21,IT,mobile,Referral,13
2025-02-21,IT,mobile,Social,31
2025-02-21,UK,desktop,Paid,115
2025-02-21,UK,desktop,Organic,58
2025-02-21,UK,desktop,Email,20
2025-02-21,UK,desktop,Referral,17
2025-02-21,UK,desktop,Social,40
2025-02-21,UK,mobile,Paid,57
2025-02-21,UK,mobile,Organic,67
2025-02-21,UK,mobile,Email,26
2025-02-21,UK,mobile,Referral,27
2025-02-21,UK,mobile,Social,34
2025-02-22,FR,desktop,Paid,54
2025-02-22,FR,desktop,Organic,79
2025-02-22,FR,desktop,Email,18
2025-02-22,FR,desktop,Referral,12
2025-02-22,FR,desktop,Social,29
2025-02-22,FR,mobile,Paid,100
2025-02-22,FR,mobile,Organic,70
2025-02-22,FR,mobile,Email,14
2025-02-22,FR,mobile,Referral,26
2025-02-22,FR,mobile,Social,56
2025-02-22,DE,desktop,Paid,92
2025-02-22,DE,desktop,Organic,46
2025-02-22,DE,desktop,Email,18
2025-02-22,DE,desktop,Referral,15
2025-02-22,DE,desktop,Social,35
2025-02-22,DE,mobile,Paid,111
2025-02-22,DE,mobile,Organic,61
2025-02-22,DE,mobile,Email,23
2025-02-22,DE,mobile,Referral,21
2025-02-22,DE,mobile,Social,52
2025-02-22,ES,desktop,Paid,78
2025-02-22,ES,desktop,Organic,62
2025-02-22,ES,desktop,Email,16
2025-02-22,ES,desktop,Referral,18
2025-02-22,ES,desktop,Social,28
2025-02-22,ES,mobile,Paid,63
2025-02-22,ES,mobile,Organic,86
2025-02-22,ES,mobile,Email,22
2025-02-22,ES,mobile,Referral,14
2025-02-22,ES,mobile,Social,27
2025-02-22,IT,desktop,Paid,65
2025-02-22,IT,desktop,Organic,53
2025-02-22,IT,desktop,Email,15
2025-02-22,IT,desktop,Referral,13
2025-02-22,IT,desktop,Social,36
2025-02-22,IT,mobile,Paid,96
2025-02-22,IT,mobile,Organic,59
2025-02-22,IT,mobile,Email,22
2025-02-22,IT,mobile,Referral,11
2025-02-22,IT,mobile,Social,31
2025-02-22,UK,desktop,Paid,116
2025-02-22,UK,desktop,Organic,54
2025-02-22,UK,desktop,Email,14
2025-02-22,UK,desktop,Referral,12
2025-02-22,UK,desktop,Social,22
2025-02-22,UK,mobile,Paid,73
2025-02-22,UK,mobile,Organic,63
2025-02-22,UK,mobile,Email,15
2025-02-22,UK,mobile,Referral,17
2025-02-22,UK,mobile,Social,43
2025-02-23,FR,desktop,Paid,63
2025-02-23,FR,desktop,Organic,90
2025-02-23,FR,desktop,Email,22
2025-02-23,FR,desktop,Referral,20
2025-02-23,FR,desktop,Social,26
2025-02-23,FR,mobile,Paid,118
2025-02-23,FR,mobile,Organic,56
2025-02-23,FR,mobile,Email,29
2025-02-23,FR,mobile,Referral,20
2025-02-23,FR,mobile,Social,42
2025-02-23,DE,desktop,Paid,53
2025-02-23,DE,desktop,Organic,44
2025-02-23,DE,desktop,Email,20
2025-02-23,DE,desktop,Referral,11
2025-02-23,DE,desktop,Social,31
2025-02-23,DE,mobile,Paid,61
2025-02-23,DE,mobile,Organic,83
2025-02-23,DE,mobile,Email,15
2025-02-23,DE,mobile,Referral,19
2025-02-23,DE,mobile,Social,39
2025-02-23,ES,desktop,Paid,50
2025-02-23,ES,desktop,Organic,53
2025-02-23,ES,desktop,Email,15
2025-02-23,ES,desktop,Referral,10
2025-02-23,ES,desktop,Social,18
2025-02-23,ES,mobile,Paid,44
2025-02-23,ES,mobile,Organic,61
2025-02-23,ES,mobile,Email,11
2025-02-23,ES,mobile,Referral,14
2025-02-23,ES,mobile,Social,26
2025-02-23,IT,desktop,Paid,66
2025-02-23,IT,desktop,Organic,40
2025-02-23,IT,desktop,Email,12
2025-02-23,IT,desktop,Referral,13
2025-02-23,IT,desktop,Social,23
2025-02-23,IT,mobile,Paid,72
2025-02-23,IT,mobile,Organic,58
2025-02-23,IT,mobile,Email,11
2025-02-23,IT,mobile,Referral,16
2025-02-23,IT,mobile,Social,30
2025-02-23,UK,desktop,Paid,52
2025-02-23,UK,desktop,Organic,49
2025-02-23,UK,desktop,Email,16
2025-02-23,UK,desktop,Referral,13
2025-02-23,UK,desktop,Social,28
2025-02-23,UK,mobile,Paid,116
2025-02-23,UK,mobile,Organic,83
2025-02-23,UK,mobile,Email,14
2025-02-23,UK,mobile,Referral,19
2025-02-23,UK,mobile,Social,44
2025-02-24,FR,desktop,Paid,91
2025-02-24,FR,desktop,Organic,84
2025-02-24,FR,desktop,Email,33
2025-02-24,FR,desktop,Referral,21
2025-02-24,FR,desktop,Social,34
2025-02-24,FR,mobile,Paid,129
2025-02-24,FR,mobile,Organic,80
2025-02-24,FR,mobile,Email,24
2025-02-24,FR,mobile,Referral,18
2025-02-24,FR,mobile,Social,57
2025-02-24,DE,desktop,Paid,60
2025-02-24,DE,desktop,Organic,85
2025-02-24,DE,desktop,Email,20
2025-02-24,DE,desktop,Referral,10
2025-02-24,DE,desktop,Social,31
2025-02-24,DE,mobile,Paid,52
2025-02-24,DE,mobile,Organic,81
2025-02-24,DE,mobile,Email,27
2025-02-24,DE,mobile,Referral,15
2025-02-24,DE,mobile,Social,35
2025-02-24,ES,desktop,Paid,101
2025-02-24,ES,desktop,Organic,42
2025-02-24,ES,desktop,Email,11
2025-02-24,ES,desktop,Referral,18
2025-02-24,ES,desktop,Social,39
2025-02-24,ES,mobile,Paid,74
2025-02-24,ES,mobile,Organic,74
2025-02-24,ES,mobile,Email,25
2025-02-24,ES,mobile,Referral,12
2025-02-24,ES,mobile,Social,25
2025-02-24,IT,desktop,Paid,78
2025-02-24,IT,desktop,Organic,68
2025-02-24,IT,desktop,Email,16
2025-02-24,IT,desktop,Referral,9
2025-02-24,IT,desktop,Social,37
2025-02-24,IT,mobile,Paid,60
2025-02-24,IT,mobile,Organic,49
2025-02-24,IT,mobile,Email,18
2025-02-24,IT,mobile,Referral,20
2025-02-24,IT,mobile,Social,33
2025-02-24,UK,desktop,Paid,78
2025-02-24,UK,desktop,Organic,61
2025-02-24,UK,desktop,Email,17
2025-02-24,UK,desktop,Referral,16
2025-02-24,UK,desktop,Social,14
2025-02-24,UK,mobile,Paid,78
2025-02-24,UK,mobile,Organic,69
2025-02-24,UK,mobile,Email,15
2025-02-24,UK,mobile,Referral,18
2025-02-24,UK,mobile,Social,31
2025-02-25,FR,desktop,Paid,145
2025-02-25,FR,desktop,Organic,108
2025-02-25,FR,desktop,Email,20
2025-02-25,FR,desktop,Referral,18
2025-02-25,FR,desktop,Social,35
2025-02-25,FR,mobile,Paid,100
2025-02-25,FR,mobile,Organic,92
2025-02-25,FR,mobile,Email,22
2025-02-25,FR,mobile,Referral,17
2025-02-25,FR,mobile,Social,51
2025-02-25,DE,desktop,Paid,99
2025-02-25,DE,desktop,Organic,53
2025-02-25,DE,desktop,Email,25
2025-02-25,DE,desktop,Referral,14
2025-02-25,DE,desktop,Social,35
2025-02-25,DE,mobile,Paid,124
2025-02-25,DE,mobile,Organic,78
2025-02-25,DE,mobile,Email,27
2025-02-25,DE,mobile,Referral,17
2025-02-25,DE,mobile,Social,37
2025-02-25,ES,desktop,Paid,67
2025-02-25,ES,desktop,Organic,45
2025-02-25,ES,desktop,Email,16
2025-02-25,ES,desktop,Referral,9
2025-02-25,ES,desktop,Social,24
2025-02-25,ES,mobile,Paid,78
2025-02-25,ES,mobile,Organic,61
2025-02-25,ES,mobile,Email,19
2025-02-25,ES,mobile,Referral,16
2025-02-25,ES,mobile,Social,37
2025-02-25,IT,desktop,Paid,81
2025-02-25,IT,desktop,Organic,43
2025-02-25,IT,desktop,Email,11
2025-02-25,IT,desktop,Referral,10
2025-02-25,IT,desktop,Social,22
2025-02-25,IT,mobile,Paid,72
2025-02-25,IT,mobile,Organic,50
2025-02-25,IT,mobile,Email,13
2025-02-25,IT,mobile,Referral,14
2025-02-25,IT,mobile,Social,32
2025-02-25,UK,desktop,Paid,92
2025-02-25,UK,desktop,Organic,54
2025-02-25,UK,desktop,Email,17
2025-02-25,UK,desktop,Referral,12
2025-02-25,UK,desktop,Social,30
2025-02-25,UK,mobile,Paid,77
2025-02-25,UK,mobile,Organic,86
2025-02-25,UK,mobile,Email,15
2025-02-25,UK,mobile,Referral,17
2025-02-25,UK,mobile,Social,40
2025-02-26,FR,desktop,Paid,110
2025-02-26,FR,desktop,Organic,160
2025-02-26,FR,desktop,Email,28
2025-02-26,FR,desktop,Referral,16
2025-02-26,FR,desktop,Social,39
2025-02-26,FR,mobile,Paid,81
2025-02-26,FR,mobile,Organic,96
2025-02-26,FR,mobile,Email,25
2025-02-26,FR,mobile,Referral,31
2025-02-26,FR,mobile,Social,42
2025-02-26,DE,desktop,Paid,92
2025-02-26,DE,desktop,Organic,62
2025-02-26,DE,desktop,Email,35
2025-02-26,DE,desktop,Referral,17
2025-02-26,DE,desktop,Social,58
2025-02-26,DE,mobile,Paid,139
2025-02-26,DE,mobile,Organic,99
2025-02-26,DE,mobile,Email,30
2025-02-26,DE,mobile,Referral,25
2025-02-26,DE,mobile,Social,27
2025-02-26,ES,desktop,Paid,73
2025-02-26,ES,desktop,Organic,75
2025-02-26,ES,desktop,Email,19
2025-02-26,ES,desktop,Referral,11
2025-02-26,ES,desktop,Social,30
2025-02-26,ES,mobile,Paid,145
2025-02-26,ES,mobile,Organic,100
2025-02-26,ES,mobile,Email,22
2025-02-26,ES,mobile,Referral,24
2025-02-26,ES,mobile,Social,33
2025-02-26,IT,desktop,Paid,48
2025-02-26,IT,desktop,Organic,45
2025-02-26,IT,desktop,Email,26
2025-02-26,IT,desktop,Referral,13
2025-02-26,IT,desktop,Social,26
2025-02-26,IT,mobile,Paid,82
2025-02-26,IT,mobile,Organic,110
2025-02-26,IT,mobile,Email,32
2025-02-26,IT,mobile,Referral,30
2025-02-26,IT,mobile,Social,33
2025-02-26,UK,desktop,Paid,96
2025-02-26,UK,desktop,Organic,47
2025-02-26,UK,desktop,Email,31
2025-02-26,UK,desktop,Referral,13
2025-02-26,UK,desktop,Social,36
2025-02-26,UK,mobile,Paid,81
2025-02-26,UK,mobile,Organic,72
2025-02-26,UK,mobile,Email,21
2025-02-26,UK,mobile,Referral,18
2025-02-26,UK,mobile,Social,36
2025-02-27,FR,desktop,Paid,94
2025-02-27,FR,desktop,Organic,103
2025-02-27,FR,desktop,Email,20
2025-02-27,FR,desktop,Referral,22
2025-02-27,FR,desktop,Social,57
2025-02-27,FR,mobile,Paid,114
2025-02-27,FR,mobile,Organic,84
2025-02-27,FR,mobile,Email,29
2025-02-27,FR,mobile,Referral,34
2025-02-27,FR,mobile,Social,53
2025-02-27,DE,desktop,Paid,85
2025-02-27,DE,desktop,Organic,85
2025-02-27,DE,desktop,Email,18
2025-02-27,DE,desktop,Referral,23
2025-02-27,DE,desktop,Social,41
2025-02-27,DE,mobile,Paid,108
2025-02-27,DE,mobile,Organic,73
2025-02-27,DE,mobile,Email,22
2025-02-27,DE,mobile,Referral,26
2025-02-27,DE,mobile,Social,61
2025-02-27,ES,desktop,Paid,69
2025-02-27,ES,desktop,Organic,70
2025-02-27,ES,desktop,Email,11
2025-02-27,ES,desktop,Referral,14
2025-02-27,ES,desktop,Social,31
2025-02-27,ES,mobile,Paid,77
2025-02-27,ES,mobile,Organic,59
2025-02-27,ES,mobile,Email,20
2025-02-27,ES,mobile,Referral,20
2025-02-27,ES,mobile,Social,36
2025-02-27,IT,desktop,Paid,43
2025-02-27,IT,desktop,Organic,34
2025-02-27,IT,desktop,Email,15
2025-02-27,IT,desktop,Referral,16
2025-02-27,IT,desktop,Social,14
2025-02-27,IT,mobile,Paid,80
2025-02-27,IT,mobile,Organic,62
2025-02-27,IT,mobile,Email,31
2025-02-27,IT,mobile,Referral,16
2025-02-27,IT,mobile,Social,38
2025-02-27,UK,desktop,Paid,95
2025-02-27,UK,desktop,Organic,42
2025-02-27,UK,desktop,Email,27
2025-02-27,UK,desktop,Referral,19
2025-02-27,UK,desktop,Social,40
2025-02-27,UK,mobile,Paid,294
2025-02-27,UK,mobile,Organic,51
2025-02-27,UK,mobile,Email,41
2025-02-27,UK,mobile,Referral,20
2025-02-27,UK,mobile,Social,46
2025-02-28,FR,desktop,Paid,99
2025-02-28,FR,desktop,Organic,70
2025-02-28,FR,desktop,Email,21
2025-02-28,FR,desktop,Referral,21
2025-02-28,FR,desktop,Social,26
2025-02-28,FR,mobile,Paid,145
2025-02-28,FR,mobile,Organic,84
2025-02-28,FR,mobile,Email,22
2025-02-28,FR,mobile,Referral,21
2025-02-28,FR,mobile,Social,64
2025-02-28,DE,desktop,Paid,79
2025-02-28,DE,desktop,Organic,77
2025-02-28,DE,desktop,Email,18
2025-02-28,DE,desktop,Referral,21
2025-02-28,DE,desktop,Social,41
2025-02-28,DE,mobile,Paid,172
2025-02-28,DE,mobile,Organic,81
2025-02-28,DE,mobile,Email,31
2025-02-28,DE,mobile,Referral,22
2025-02-28,DE,mobile,Social,58
2025-02-28,ES,desktop,Paid,63
2025-02-28,ES,desktop,Organic,70
2025-02-28,ES,desktop,Email,17
2025-02-28,ES,desktop,Referral,14
2025-02-28,ES,desktop,Social,30
2025-02-28,ES,mobile,Paid,96
2025-02-28,ES,mobile,Organic,68
2025-02-28,ES,mobile,Email,23
2025-02-28,ES,mobile,Referral,26
2025-02-28,ES,mobile,Social,45
2025-02-28,IT,desktop,Paid,87
2025-02-28,IT,desktop,Organic,48
2025-02-28,IT,desktop,Email,13
2025-02-28,IT,desktop,Referral,17
2025-02-28,IT,desktop,Social,34
2025-02-28,IT,mobile,Paid,122
2025-02-28,IT,mobile,Organic,56
2025-02-28,IT,mobile,Email,19
2025-02-28,IT,mobile,Referral,11
2025-02-28,IT,mobile,Social,29
2025-02-28,UK,desktop,Paid,109
2025-02-28,UK,desktop,Organic,59
2025-02-28,UK,desktop,Email,24
2025-02-28,UK,desktop,Referral,16
2025-02-28,UK,desktop,Social,36
2025-02-28,UK,mobile,Paid,77
2025-02-28,UK,mobile,Organic,81
2025-02-28,UK,mobile,Email,11
2025-02-28,UK,mobile,Referral,19
2025-02-28,UK,mobile,Social,26
2025-03-01,FR,desktop,Paid,119
2025-03-01,FR,desktop,Organic,83
2025-03-01,FR,desktop,Email,24
2025-03-01,FR,desktop,Referral,25
2025-03-01,FR,desktop,Social,27
2025-03-01,FR,mobile,Paid,164
2025-03-01,FR,mobile,Organic,104
2025-03-01,FR,mobile,Email,24
2025-03-01,FR,mobile,Referral,28
2025-03-01,FR,mobile,Social,31
2025-03-01,DE,desktop,Paid,64
2025-03-01,DE,desktop,Organic,53
2025-03-01,DE,desktop,Email,17
2025-03-01,DE,desktop,Referral,12
2025-03-01,DE,desktop,Social,42
2025-03-01,DE,mobile,Paid,89
2025-03-01,DE,mobile,Organic,81
2025-03-01,DE,mobile,Email,20
2025-03-01,DE,mobile,Referral,12
2025-03-01,DE,mobile,Social,39
2025-03-01,ES,desktop,Paid,41
2025-03-01,ES,desktop,Organic,50
2025-03-01,ES,desktop,Email,11
2025-03-01,ES,desktop,Referral,21
2025-03-01,ES,desktop,Social,32
2025-03-01,ES,mobile,Paid,81
2025-03-01,ES,mobile,Organic,85
2025-03-01,ES,mobile,Email,15
2025-03-01,ES,mobile,Referral,18
2025-03-01,ES,mobile,Social,32
2025-03-01,IT,desktop,Paid,66
2025-03-01,IT,desktop,Organic,66
2025-03-01,IT,desktop,Email,18
2025-03-01,IT,desktop,Referral,13
2025-03-01,IT,desktop,Social,15
2025-03-01,IT,mobile,Paid,58
2025-03-01,IT,mobile,Organic,56
2025-03-01,IT,mobile,Email,18
2025-03-01,IT,mobile,Referral,11
2025-03-01,IT,mobile,Social,52
2025-03-01,UK,desktop,Paid,110
2025-03-01,UK,desktop,Organic,68
2025-03-01,UK,desktop,Email,18
2025-03-01,UK,desktop,Referral,14
2025-03-01,UK,desktop,Social,23
2025-03-01,UK,mobile,Paid,92
2025-03-01,UK,mobile,Organic,74
2025-03-01,UK,mobile,Email,16
2025-03-01,UK,mobile,Referral,19
2025-03-01,UK,mobile,Social,33
2025-03-02,FR,desktop,Paid,50
2025-03-02,FR,desktop,Organic,50
2025-03-02,FR,desktop,Email,17
2025-03-02,FR,desktop,Referral,25
2025-03-02,FR,desktop,Social,36
2025-03-02,FR,mobile,Paid,69
2025-03-02,FR,mobile,Organic,85
2025-03-02,FR,mobile,Email,16
2025-03-02,FR,mobile,Referral,25
2025-03-02,FR,mobile,Social,33
2025-03-02,DE,desktop,Paid,71
2025-03-02,DE,desktop,Organic,79
2025-03-02,DE,desktop,Email,12
2025-03-02,DE,desktop,Referral,10
2025-03-02,DE,desktop,Social,24
2025-03-02,DE,mobile,Paid,113
2025-03-02,DE,mobile,Organic,46
2025-03-02,DE,mobile,Email,10
2025-03-02,DE,mobile,Referral,15
2025-03-02,DE,mobile,Social,39
2025-03-02,ES,desktop,Paid,82
2025-03-02,ES,desktop,Organic,42
2025-03-02,ES,desktop,Email,13
2025-03-02,ES,desktop,Referral,16
2025-03-02,ES,desktop,Social,14
2025-03-02,ES,mobile,Paid,66
2025-03-02,ES,mobile,Organic,59
2025-03-02,ES,mobile,Email,19
2025-03-02,ES,mobile,Referral,12
2025-03-02,ES,mobile,Social,28
2025-03-02,IT,desktop,Paid,30
2025-03-02,IT,desktop,Organic,37
2025-03-02,IT,desktop,Email,15
2025-03-02,IT,desktop,Referral,8
2025-03-02,IT,desktop,Social,22
2025-03-02,IT,mobile,Paid,76
2025-03-02,IT,mobile,Organic,48
2025-03-02,IT,mobile,Email,17
2025-03-02,IT,mobile,Referral,10
2025-03-02,IT,mobile,Social,25
2025-03-02,UK,desktop,Paid,80
2025-03-02,UK,desktop,Organic,55
2025-03-02,UK,desktop,Email,14
2025-03-02,UK,desktop,Referral,14
2025-03-02,UK,desktop,Social,32
2025-03-02,UK,mobile,Paid,49
2025-03-02,UK,mobile,Organic,85
2025-03-02,UK,mobile,Email,18
2025-03-02,UK,mobile,Referral,18
2025-03-02,UK,mobile,Social,43
2025-03-03,FR,desktop,Paid,59
2025-03-03,FR,desktop,Organic,54
2025-03-03,FR,desktop,Email,19
2025-03-03,FR,desktop,Referral,13
2025-03-03,FR,desktop,Social,50
2025-03-03,FR,mobile,Paid,81
2025-03-03,FR,mobile,Organic,68
2025-03-03,FR,mobile,Email,25
2025-03-03,FR,mobile,Referral,14
2025-03-03,FR,mobile,Social,35
2025-03-03,DE,desktop,Paid,81
2025-03-03,DE,desktop,Organic,54
2025-03-03,DE,desktop,Email,18
2025-03-03,DE,desktop,Referral,13
2025-03-03,DE,desktop,Social,20
2025-03-03,DE,mobile,Paid,98
2025-03-03,DE,mobile,Organic,109
2025-03-03,DE,mobile,Email,22
2025-03-03,DE,mobile,Referral,19
2025-03-03,DE,mobile,Social,41
2025-03-03,ES,desktop,Paid,45
2025-03-03,ES,desktop,Organic,74
2025-03-03,ES,desktop,Email,16
2025-03-03,ES,desktop,Referral,18
2025-03-03,ES,desktop,Social,20
2025-03-03,ES,mobile,Paid,119
2025-03-03,ES,mobile,Organic,71
2025-03-03,ES,mobile,Email,21
2025-03-03,ES,mobile,Referral,16
2025-03-03,ES,mobile,Social,27
2025-03-03,IT,desktop,Paid,79
2025-03-03,IT,desktop,Organic,47
2025-03-03,IT,desktop,Email,8
2025-03-03,IT,desktop,Referral,8
2025-03-03,IT,desktop,Social,21
2025-03-03,IT,mobile,Paid,76
2025-03-03,IT,mobile,Organic,54
2025-03-03,IT,mobile,Email,23
2025-03-03,IT,mobile,Referral,8
2025-03-03,IT,mobile,Social,28
2025-03-03,UK,desktop,Paid,45
2025-03-03,UK,desktop,Organic,67
2025-03-03,UK,desktop,Email,17
2025-03-03,UK,desktop,Referral,15
2025-03-03,UK,desktop,Social,22
2025-03-03,UK,mobile,Paid,117
2025-03-03,UK,mobile,Organic,86
2025-03-03,UK,mobile,Email,24
2025-03-03,UK,mobile,Referral,16
2025-03-03,UK,mobile,Social,38
2025-03-04,FR,desktop,Paid,79
2025-03-04,FR,desktop,Organic,91
2025-03-04,FR,desktop,Email,35
2025-03-04,FR,desktop,Referral,24
2025-03-04,FR,desktop,Social,30
2025-03-04,FR,mobile,Paid,125
2025-03-04,FR,mobile,Organic,64
2025-03-04,FR,mobile,Email,32
2025-03-04,FR,mobile,Referral,25
2025-03-04,FR,mobile,Social,27
2025-03-04,DE,desktop,Paid,64
2025-03-04,DE,desktop,Organic,62
2025-03-04,DE,desktop,Email,19
2025-03-04,DE,desktop,Referral,12
2025-03-04,DE,desktop,Social,36
2025-03-04,DE,mobile,Paid,109
2025-03-04,DE,mobile,Organic,76
2025-03-04,DE,mobile,Email,20
2025-03-04,DE,mobile,Referral,26
2025-03-04,DE,mobile,Social,60
2025-03-04,ES,desktop,Paid,63
2025-03-04,ES,desktop,Organic,47
2025-03-04,ES,desktop,Email,19
2025-03-04,ES,desktop,Referral,13
2025-03-04,ES,desktop,Social,26
2025-03-04,ES,mobile,Paid,103
2025-03-04,ES,mobile,Organic,41
2025-03-04,ES,mobile,Email,29
2025-03-04,ES,mobile,Referral,17
2025-03-04,ES,mobile,Social,30
2025-03-04,IT,desktop,Paid,65
2025-03-04,IT,desktop,Organic,51
2025-03-04,IT,desktop,Email,10
2025-03-04,IT,desktop,Referral,19
2025-03-04,IT,desktop,Social,26
2025-03-04,IT,mobile,Paid,89
2025-03-04,IT,mobile,Organic,78
2025-03-04,IT,mobile,Email,15
2025-03-04,IT,mobile,Referral,18
2025-03-04,IT,mobile,Social,29
2025-03-04,UK,desktop,Paid,100
2025-03-04,UK,desktop,Organic,37
2025-03-04,UK,desktop,Email,19
2025-03-04,UK,desktop,Referral,13
2025-03-04,UK,desktop,Social,35
2025-03-04,UK,mobile,Paid,109
2025-03-04,UK,mobile,Organic,63
2025-03-04,UK,mobile,Email,19
2025-03-04,UK,mobile,Referral,18
2025-03-04,UK,mobile,Social,30
2025-03-05,FR,desktop,Paid,131
2025-03-05,FR,desktop,Organic,75
2025-03-05,FR,desktop,Email,12
2025-03-05,FR,desktop,Referral,19
2025-03-05,FR,desktop,Social,31
2025-03-05,FR,mobile,Paid,85
2025-03-05,FR,mobile,Organic,73
2025-03-05,FR,mobile,Email,32
2025-03-05,FR,mobile,Referral,35
2025-03-05,FR,mobile,Social,53
2025-03-05,DE,desktop,Paid,82
2025-03-05,DE,desktop,Organic,83
2025-03-05,DE,desktop,Email,20
2025-03-05,DE,desktop,Referral,16
2025-03-05,DE,desktop,Social,27
2025-03-05,DE,mobile,Paid,74
2025-03-05,DE,mobile,Organic,81
2025-03-05,DE,mobile,Email,29
2025-03-05,DE,mobile,Referral,22
2025-03-05,DE,mobile,Social,40
2025-03-05,ES,desktop,Paid,63
2025-03-05,ES,desktop,Organic,72
2025-03-05,ES,desktop,Email,14
2025-03-05,ES,desktop,Referral,19
2025-03-05,ES,desktop,Social,24
2025-03-05,ES,mobile,Paid,79
2025-03-05,ES,mobile,Organic,51
2025-03-05,ES,mobile,Email,20
2025-03-05,ES,mobile,Referral,24
2025-03-05,ES,mobile,Social,42
2025-03-05,IT,desktop,Paid,95
2025-03-05,IT,desktop,Organic,66
2025-03-05,IT,desktop,Email,13
2025-03-05,IT,desktop,Referral,13
2025-03-05,IT,desktop,Social,23
2025-03-05,IT,mobile,Paid,124
2025-03-05,IT,mobile,Organic,51
2025-03-05,IT,mobile,Email,27
2025-03-05,IT,mobile,Referral,22
2025-03-05,IT,mobile,Social,55
2025-03-05,UK,desktop,Paid,81
2025-03-05,UK,desktop,Organic,84
2025-03-05,UK,desktop,Email,39
2025-03-05,UK,desktop,Referral,15
2025-03-05,UK,desktop,Social,24
2025-03-05,UK,mobile,Paid,68
2025-03-05,UK,mobile,Organic,101
2025-03-05,UK,mobile,Email,16
2025-03-05,UK,mobile,Referral,19
